E/RvCPT;EXPL;Ingles;Forma;es;gq;cu;do;pr;mx;gt;hn;sv;ni;cr;pa;co;ve;ec;pe;bo;cl;py;uy;ar
R;F109;Conocer un determinado defecto o cualidad negativa de alguien.:: No hace falta que se disculpe. Todos (***).;KNOW WHERE THE SHOE PINCHES;saber dónde le aprieta el zapato;-;+;-;-;+;-;+;+;-;+;-;+;-;-;-;-;-;-;+;+;+
R;F110;Ir de juerga.:: Andrés trabaja poco, (***) con sus amigos y se gasta el poco dinero que tiene.;LEAD A FAST LIFE;andar [ir]  de juerga;+;-;-;-;+;+;-;-;-;-;-;-;-;-;-;-;+;+;-;+;-
R;F110;Ir de juerga.:: Andrés trabaja poco, (***) con sus amigos y se gasta el poco dinero que tiene.;LEAD A FAST LIFE;andar [ir] de farra(s);+;-;+;-;-;+;-;+;-;+;-;+;-;+;+;+;+;+;+;+;-
R;F110;Ir de juerga.:: Andrés trabaja poco, (***) con sus amigos y se gasta el poco dinero que tiene.;LEAD A FAST LIFE;andar [ir] de parranda;+;+;+;+;+;+;+;-;-;+;-;-;-;+;+;-;+;+;+;+;+
R;F110;Ir de juerga.:: Andrés trabaja poco, (***) con sus amigos y se gasta el poco dinero que tiene.;LEAD A FAST LIFE;andar de fiesta;+;-;+;+;-;+;-;-;-;+;-;-;+;+;-;-;+;-;+;+;-
R;F110;Ir de juerga.:: Andrés trabaja poco, (***) con sus amigos y se gasta el poco dinero que tiene.;LEAD A FAST LIFE;andar de juerga;+;-;-;-;+;+;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-
R;F110;Ir de juerga.:: Andrés trabaja poco, (***) con sus amigos y se gasta el poco dinero que tiene.;LEAD A FAST LIFE;irse de jarana;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;F110;Ir de juerga.:: Andrés trabaja poco, (***) con sus amigos y se gasta el poco dinero que tiene.;LEAD A FAST LIFE;irse de joda;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+
R;F110;Ir de juerga.:: Andrés trabaja poco, (***) con sus amigos y se gasta el poco dinero que tiene.;LEAD A FAST LIFE;irse de rumba;-;-;+;-;-;-;-;-;-;+;-;-;-;+;-;-;-;-;-;-;-
R;F111;Recurrir a todos los medios posibles para conseguir algo.:: (***) para conseguirle un trabajo a su hijo en el Ministerio.;LEAVE NO STONE UNTURNED;hacer hasta lo imposible;-;+;+;+;+;+;+;+;+;+;-;+;+;+;+;+;-;+;+;+;+
R;F111;Recurrir a todos los medios posibles para conseguir algo.:: (***) para conseguirle un trabajo a su hijo en el Ministerio.;LEAVE NO STONE UNTURNED;hacer lo imposible;+;+;+;-;+;-;+;+;-;+;-;+;-;+;+;-;+;+;+;+;+
R;F111;Recurrir a todos los medios posibles para conseguir algo.:: (***) para conseguirle un trabajo a su hijo en el Ministerio.;LEAVE NO STONE UNTURNED;hacer lo posible y lo imposible;+;+;+;+;-;+;-;+;-;-;-;+;-;+;-;-;-;-;+;+;-
R;F111;Recurrir a todos los medios posibles para conseguir algo.:: (***) para conseguirle un trabajo a su hijo en el Ministerio.;LEAVE NO STONE UNTURNED;hacer todo lo posible;+;+;+;+;-;+;+;+;-;-;-;-;-;-;+;-;-;+;+;-;+
R;F111;Recurrir a todos los medios posibles para conseguir algo.:: (***) para conseguirle un trabajo a su hijo en el Ministerio.;LEAVE NO STONE UNTURNED;mover cielo y tierra;+;+;+;+;+;-;+;+;-;+;-;+;-;+;+;-;-;+;+;+;+
R;F111;Recurrir a todos los medios posibles para conseguir algo.:: (***) para conseguirle un trabajo a su hijo en el Ministerio.;LEAVE NO STONE UNTURNED;mover cielo, mar y tierra;+;+;+;-;-;+;-;-;-;+;-;+;-;+;+;-;+;+;+;+;-
R;F111;Recurrir a todos los medios posibles para conseguir algo.:: (***) para conseguirle un trabajo a su hijo en el Ministerio.;LEAVE NO STONE UNTURNED;mover el cielo y la tierra;+;+;+;-;-;+;-;-;-;-;-;-;-;-;-;-;+;+;-;-;-
R;F111;Recurrir a todos los medios posibles para conseguir algo.:: (***) para conseguirle un trabajo a su hijo en el Ministerio.;LEAVE NO STONE UNTURNED;no dejar piedra por mover;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-
R;F111;Recurrir a todos los medios posibles para conseguir algo.:: (***) para conseguirle un trabajo a su hijo en el Ministerio.;LEAVE NO STONE UNTURNED;no dejar títere con cabeza;-;-;+;-;-;+;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-
R;F111;Recurrir a todos los medios posibles para conseguir algo.:: (***) para conseguirle un trabajo a su hijo en el Ministerio.;LEAVE NO STONE UNTURNED;remover cielo y tierra;+;+;+;+;-;-;-;-;-;+;-;+;-;-;+;-;-;-;+;-;-
R;F111;Recurrir a todos los medios posibles para conseguir algo.:: (***) para conseguirle un trabajo a su hijo en el Ministerio.;LEAVE NO STONE UNTURNED;remover el cielo y la tierra;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-
R;F112;Vivir sin trabajar a costa de alguien.:: No entiendo a estos jóvenes de ahora;LIVE ON ANOTHER;andar a la sopa boba;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-
R;F112;Vivir sin trabajar a costa de alguien.:: No entiendo a estos jóvenes de ahora;LIVE ON ANOTHER;comer la sopa boba;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-
R;F112;Vivir sin trabajar a costa de alguien.:: No entiendo a estos jóvenes de ahora;LIVE ON ANOTHER;huevón ;+;-;-;-;-;+;-;-;+;+;-;-;-;-;-;-;-;-;-;-;-
R;F112;Vivir sin trabajar a costa de alguien.:: No entiendo a estos jóvenes de ahora;LIVE ON ANOTHER;irse de allegado;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-
R;F112;Vivir sin trabajar a costa de alguien.:: No entiendo a estos jóvenes de ahora;LIVE ON ANOTHER;irse de arrimado;-;-;-;-;-;+;-;-;-;+;-;-;-;-;-;-;-;-;+;-;-
R;F112;Vivir sin trabajar a costa de alguien.:: No entiendo a estos jóvenes de ahora;LIVE ON ANOTHER;mantenido;+;-;-;+;-;+;-;+;+;+;+;+;+;+;+;+;+;+;+;-;+
R;F112;Vivir sin trabajar a costa de alguien.:: No entiendo a estos jóvenes de ahora;LIVE ON ANOTHER;ser maceta;-;-;+;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;F112;Vivir sin trabajar a costa de alguien.:: No entiendo a estos jóvenes de ahora;LIVE ON ANOTHER;ser macizo;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;F112;Vivir sin trabajar a costa de alguien.:: No entiendo a estos jóvenes de ahora;LIVE ON ANOTHER;ser un arrimado;-;-;-;+;+;+;-;+;+;+;+;+;+;-;-;+;-;-;+;-;-
R;F112;Vivir sin trabajar a costa de alguien.:: No entiendo a estos jóvenes de ahora;LIVE ON ANOTHER;vivir a sus costillas;-;-;-;-;-;+;-;-;-;+;-;-;-;+;-;+;+;+;+;+;-
R;F112;Vivir sin trabajar a costa de alguien.:: No entiendo a estos jóvenes de ahora;LIVE ON ANOTHER;vivir del cuento;-;+;+;-;-;+;-;-;-;+;-;+;-;-;-;-;-;-;-;-;-
R;F113;Mirar en forma disimulada.:: No quería mirarla de frente, por eso la (***).;LOOK OUT OF THE CORNER OF ONE'S EYE;mirar con el rabillo del ojo;+;+;+;-;-;+;-;-;-;+;-;-;-;-;+;-;-;+;-;+;-
R;F113;Mirar en forma disimulada.:: No quería mirarla de frente, por eso la (***).;LOOK OUT OF THE CORNER OF ONE'S EYE;mirar con el rabo del ojo;-;-;+;-;+;+;-;-;-;+;-;+;-;+;+;-;+;-;-;+;-
R;F113;Mirar en forma disimulada.:: No quería mirarla de frente, por eso la (***).;LOOK OUT OF THE CORNER OF ONE'S EYE;mirar de reojo;+;+;+;-;-;+;+;-;+;+;-;+;-;+;-;+;-;+;+;+;+
R;F113;Mirar en forma disimulada.:: No quería mirarla de frente, por eso la (***).;LOOK OUT OF THE CORNER OF ONE'S EYE;mirar por el rabillo del ojo;+;-;-;-;-;+;-;+;-;+;-;-;-;+;-;-;-;-;-;-;+
R;F113;Mirar en forma disimulada.:: No quería mirarla de frente, por eso la (***).;LOOK OUT OF THE CORNER OF ONE'S EYE;ver de reojo;-;-;-;+;-;+;-;-;+;+;+;+;-;+;+;-;-;-;+;-;-
R;F114;Decir lo que se debiera guardar en secreto.:: No se lo cuentes a Paco, que después (***) y lo va contando todo ahí.;LOOSEN ONE'S TONGUE;irse de la lengua;+;+;-;-;-;+;-;+;-;+;-;-;-;-;-;-;-;-;-;-;-
R;F114;Decir lo que se debiera guardar en secreto.:: No se lo cuentes a Paco, que después (***) y lo va contando todo ahí.;LOOSEN ONE'S TONGUE;írsele la lengua;-;-;+;-;-;+;-;-;-;+;-;-;-;-;+;-;-;-;-;+;+
R;F114;Decir lo que se debiera guardar en secreto.:: No se lo cuentes a Paco, que después (***) y lo va contando todo ahí.;LOOSEN ONE'S TONGUE;largar la pepa;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;F114;Decir lo que se debiera guardar en secreto.:: No se lo cuentes a Paco, que después (***) y lo va contando todo ahí.;LOOSEN ONE'S TONGUE;no tener pelos en la lengua;-;-;-;-;+;-;+;-;+;+;-;-;-;+;-;+;-;-;-;-;-
R;F114;Decir lo que se debiera guardar en secreto.:: No se lo cuentes a Paco, que después (***) y lo va contando todo ahí.;LOOSEN ONE'S TONGUE;ser lengua larga;-;-;+;+;+;+;+;+;-;+;-;+;-;+;+;+;+;+;+;+;+
R;F114;Decir lo que se debiera guardar en secreto.:: No se lo cuentes a Paco, que después (***) y lo va contando todo ahí.;LOOSEN ONE'S TONGUE;soltar la lengua;+;+;+;+;+;+;+;+;-;+;-;+;-;+;+;-;+;-;+;-;+
R;F114;Decir lo que se debiera guardar en secreto.:: No se lo cuentes a Paco, que después (***) y lo va contando todo ahí.;LOOSEN ONE'S TONGUE;soltar la pepa;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-
R;F114;Decir lo que se debiera guardar en secreto.:: No se lo cuentes a Paco, que después (***) y lo va contando todo ahí.;LOOSEN ONE'S TONGUE;soltar la prenda;+;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;F114;Decir lo que se debiera guardar en secreto.:: No se lo cuentes a Paco, que después (***) y lo va contando todo ahí.;LOOSEN ONE'S TONGUE;soltarse de la lengua;+;-;-;-;+;+;-;-;-;+;-;-;-;-;+;-;-;+;-;-;-
R;F115;Hablar u obrar fuera de razón por enfado o enojo.:: Vamos, Ricardo, no (***) y contrólate, que no ha sido nada grave.;LOSE ONE'S MIND;acelerarse;-;-;-;-;-;+;-;+;-;-;-;-;-;-;-;+;-;-;+;-;-
R;F115;Hablar u obrar fuera de razón por enfado o enojo.:: Vamos, Ricardo, no (***) y contrólate, que no ha sido nada grave.;LOSE ONE'S MIND;calentarse;+;-;-;-;-;+;-;-;-;-;+;+;-;+;+;-;-;-;+;-;-
R;F115;Hablar u obrar fuera de razón por enfado o enojo.:: Vamos, Ricardo, no (***) y contrólate, que no ha sido nada grave.;LOSE ONE'S MIND;meter la pata;-;+;+;+;-;+;-;-;-;+;-;-;-;+;-;-;-;+;+;-;-
R;F115;Hablar u obrar fuera de razón por enfado o enojo.:: Vamos, Ricardo, no (***) y contrólate, que no ha sido nada grave.;LOSE ONE'S MIND;perder el control;+;+;+;+;-;+;+;+;+;+;-;+;+;+;-;+;+;+;+;+;-
R;F115;Hablar u obrar fuera de razón por enfado o enojo.:: Vamos, Ricardo, no (***) y contrólate, que no ha sido nada grave.;LOSE ONE'S MIND;perder la razón;-;+;-;-;-;-;-;-;-;+;-;-;-;-;-;-;+;+;+;-;-
R;F115;Hablar u obrar fuera de razón por enfado o enojo.:: Vamos, Ricardo, no (***) y contrólate, que no ha sido nada grave.;LOSE ONE'S MIND;perder los estribos;+;+;+;+;+;+;+;+;-;+;-;+;-;+;-;-;+;+;+;+;+
R;F116;Perder la serenidad.:: Cuando lo dejó su novia, Mariano (***).;LOSE ONE'S MIND;deschavetarse;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;F116;Perder la serenidad.:: Cuando lo dejó su novia, Mariano (***).;LOSE ONE'S MIND;enloquecer;+;+;-;-;-;+;-;+;+;+;+;-;-;+;+;-;+;+;+;+;-
R;F116;Perder la serenidad.:: Cuando lo dejó su novia, Mariano (***).;LOSE ONE'S MIND;perder el juicio;+;+;+;+;+;+;+;-;-;+;-;-;-;-;+;-;+;+;+;-;-
R;F116;Perder la serenidad.:: Cuando lo dejó su novia, Mariano (***).;LOSE ONE'S MIND;perder la cabeza;+;+;+;+;+;+;+;+;-;+;-;+;-;+;+;-;+;+;+;+;+
R;F116;Perder la serenidad.:: Cuando lo dejó su novia, Mariano (***).;LOSE ONE'S MIND;perder la chaveta;-;-;?;-;+;-;+;-;-;-;-;-;-;-;-;-;-;+;-;+;+
R;F116;Perder la serenidad.:: Cuando lo dejó su novia, Mariano (***).;LOSE ONE'S MIND;perder la razón;-;+;+;-;+;+;+;+;-;-;-;-;-;-;+;-;+;-;+;-;+
R;F117;Equivocarse o fracasar en un intento.:: Él creía que todo le iba a salir según sus planes, pero ya has visto que (***).;MAKE A MISTAKE;aguársele la fiesta;-;-;+;-;-;+;-;-;-;+;-;-;-;-;-;-;-;-;+;+;+
R;F117;Equivocarse o fracasar en un intento.:: Él creía que todo le iba a salir según sus planes, pero ya has visto que (***).;MAKE A MISTAKE;calcular mal;-;+;-;+;-;+;-;-;-;+;-;+;-;-;-;+;-;-;+;+;+
R;F117;Equivocarse o fracasar en un intento.:: Él creía que todo le iba a salir según sus planes, pero ya has visto que (***).;MAKE A MISTAKE;errar el tiro;+;+;+;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+
R;F117;Equivocarse o fracasar en un intento.:: Él creía que todo le iba a salir según sus planes, pero ya has visto que (***).;MAKE A MISTAKE;fallar;-;+;+;-;-;+;-;+;+;+;+;+;+;-;+;-;-;+;+;-;-
R;F117;Equivocarse o fracasar en un intento.:: Él creía que todo le iba a salir según sus planes, pero ya has visto que (***).;MAKE A MISTAKE;fallar el tiro;-;-;-;+;-;+;-;-;-;-;-;+;-;-;+;-;-;-;+;-;-
R;F117;Equivocarse o fracasar en un intento.:: Él creía que todo le iba a salir según sus planes, pero ya has visto que (***).;MAKE A MISTAKE;irse al tacho;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;+;-;+
R;F117;Equivocarse o fracasar en un intento.:: Él creía que todo le iba a salir según sus planes, pero ya has visto que (***).;MAKE A MISTAKE;meter las patas;-;-;+;-;+;+;+;+;+;+;+;-;-;+;-;-;+;-;+;-;-
R;F117;Equivocarse o fracasar en un intento.:: Él creía que todo le iba a salir según sus planes, pero ya has visto que (***).;MAKE A MISTAKE;pifiar;-;-;-;-;-;+;-;-;-;+;+;-;-;-;-;-;-;-;+;-;-
R;F117;Equivocarse o fracasar en un intento.:: Él creía que todo le iba a salir según sus planes, pero ya has visto que (***).;MAKE A MISTAKE;regarla;-;-;-;-;-;+;-;+;-;+;-;-;-;-;-;-;-;-;-;-;-
R;F118;"Seducir a una mujer.:: A Mariano le gustaba mucho Ángeles; por eso intentó (***).";MAKE ADVANCES TO A WOMAN;aletearla ;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;F118;"Seducir a una mujer.:: A Mariano le gustaba mucho Ángeles; por eso intentó (***).";MAKE ADVANCES TO A WOMAN;arrastrarle el ala;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+
R;F118;"Seducir a una mujer.:: A Mariano le gustaba mucho Ángeles; por eso intentó (***).";MAKE ADVANCES TO A WOMAN;bajarle el ala;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-
R;F118;"Seducir a una mujer.:: A Mariano le gustaba mucho Ángeles; por eso intentó (***).";MAKE ADVANCES TO A WOMAN;conquistar;-;+;+;+;+;+;-;-;+;-;+;-;-;-;+;-;-;+;+;-;+
R;F118;"Seducir a una mujer.:: A Mariano le gustaba mucho Ángeles; por eso intentó (***).";MAKE ADVANCES TO A WOMAN;conquistarla;+;-;+;-;+;+;-;+;+;+;+;-;-;+;-;+;+;+;+;-;+
R;F118;"Seducir a una mujer.:: A Mariano le gustaba mucho Ángeles; por eso intentó (***).";MAKE ADVANCES TO A WOMAN;conseguírsela;+;-;-;+;-;+;-;+;-;-;-;-;-;-;-;-;-;-;+;-;-
R;F118;"Seducir a una mujer.:: A Mariano le gustaba mucho Ángeles; por eso intentó (***).";MAKE ADVANCES TO A WOMAN;cortejar;-;-;-;-;-;+;-;-;-;-;-;-;-;+;-;-;-;-;+;+;-
R;F118;"Seducir a una mujer.:: A Mariano le gustaba mucho Ángeles; por eso intentó (***).";MAKE ADVANCES TO A WOMAN;echar los perros;-;-;-;-;-;+;-;-;-;+;-;-;-;-;+;-;-;-;-;-;-
R;F118;"Seducir a una mujer.:: A Mariano le gustaba mucho Ángeles; por eso intentó (***).";MAKE ADVANCES TO A WOMAN;echarle los perros;-;-;-;-;-;+;+;+;-;+;-;+;-;+;-;-;-;-;-;-;-
R;F118;"Seducir a una mujer.:: A Mariano le gustaba mucho Ángeles; por eso intentó (***).";MAKE ADVANCES TO A WOMAN;endulzarle el oído;-;-;-;-;-;+;-;+;-;+;-;-;-;+;-;-;-;-;+;-;-
R;F118;"Seducir a una mujer.:: A Mariano le gustaba mucho Ángeles; por eso intentó (***).";MAKE ADVANCES TO A WOMAN;levantársela;-;-;-;+;-;+;-;-;-;-;-;+;-;+;+;-;-;-;+;+;+
R;F118;"Seducir a una mujer.:: A Mariano le gustaba mucho Ángeles; por eso intentó (***).";MAKE ADVANCES TO A WOMAN;soltarle los perros;-;-;-;-;-;+;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-
R;F118;"Seducir a una mujer.:: A Mariano le gustaba mucho Ángeles; por eso intentó (***).";MAKE ADVANCES TO A WOMAN;tenderle el ala;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-
R;F118;"Seducir a una mujer.:: A Mariano le gustaba mucho Ángeles; por eso intentó (***).";MAKE ADVANCES TO A WOMAN;tirar los perros;-;-;-;-;-;+;-;-;-;+;-;-;-;-;-;-;-;-;-;-;+
R;F118;"Seducir a una mujer.:: A Mariano le gustaba mucho Ángeles; por eso intentó (***).";MAKE ADVANCES TO A WOMAN;tirar los tejos;+;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;+;-;-;-
R;F118;"Seducir a una mujer.:: A Mariano le gustaba mucho Ángeles; por eso intentó (***).";MAKE ADVANCES TO A WOMAN;tirarle rollo;-;-;+;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-
R;F119;Enojar a alguien.:: José, con sus impertinencias, siempre (***) a Felisa.;MAKE FLY OFF THE HANDLE;sacar de quicio;+;+;+;+;+;+;-;+;-;+;-;+;-;+;+;-;+;-;+;+;+
R;F119;Enojar a alguien.:: José, con sus impertinencias, siempre (***) a Felisa.;MAKE FLY OFF THE HANDLE;sacar de sí;+;-;-;-;-;+;-;-;-;+;-;-;-;-;+;-;-;+;+;-;+
R;F119;Enojar a alguien.:: José, con sus impertinencias, siempre (***) a Felisa.;MAKE FLY OFF THE HANDLE;sacar de sus cabales;+;+;+;-;+;+;-;-;-;+;-;-;-;-;+;-;+;+;+;-;+
R;F119;Enojar a alguien.:: José, con sus impertinencias, siempre (***) a Felisa.;MAKE FLY OFF THE HANDLE;sacar de sus casillas;+;+;+;-;+;+;+;+;-;+;-;+;-;+;+;-;+;-;+;+;+
R;F120;Esforzarse o trabajar mucho por algo.:: Adolfo (***) para aprobar las oposiciones a notario.;MAKE GREAT EFFORTS TO GET SOMETHING;apretar los puños;-;+;-;+;+;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+
R;F120;Esforzarse o trabajar mucho por algo.:: Adolfo (***) para aprobar las oposiciones a notario.;MAKE GREAT EFFORTS TO GET SOMETHING;chingarle;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;F120;Esforzarse o trabajar mucho por algo.:: Adolfo (***) para aprobar las oposiciones a notario.;MAKE GREAT EFFORTS TO GET SOMETHING;echar el hígado por la boca;+;-;+;-;-;-;-;-;-;+;-;+;-;-;-;-;-;-;-;-;-
R;F120;Esforzarse o trabajar mucho por algo.:: Adolfo (***) para aprobar las oposiciones a notario.;MAKE GREAT EFFORTS TO GET SOMETHING;echar los bofes;-;-;+;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+
R;F120;Esforzarse o trabajar mucho por algo.:: Adolfo (***) para aprobar las oposiciones a notario.;MAKE GREAT EFFORTS TO GET SOMETHING;echar los hígados;-;-;+;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;F120;Esforzarse o trabajar mucho por algo.:: Adolfo (***) para aprobar las oposiciones a notario.;MAKE GREAT EFFORTS TO GET SOMETHING;echarle huevos;-;-;-;-;-;+;+;-;+;+;-;-;-;-;-;-;-;-;-;-;-
R;F120;Esforzarse o trabajar mucho por algo.:: Adolfo (***) para aprobar las oposiciones a notario.;MAKE GREAT EFFORTS TO GET SOMETHING;esforzarse a lo máximo;-;-;-;-;-;+;-;-;-;+;-;+;-;-;-;-;+;-;+;-;-
R;F120;Esforzarse o trabajar mucho por algo.:: Adolfo (***) para aprobar las oposiciones a notario.;MAKE GREAT EFFORTS TO GET SOMETHING;estar enchufado;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;F120;Esforzarse o trabajar mucho por algo.:: Adolfo (***) para aprobar las oposiciones a notario.;MAKE GREAT EFFORTS TO GET SOMETHING;matarse por;+;+;-;+;+;+;-;+;+;+;-;-;-;-;-;-;+;+;+;-;-
R;F120;Esforzarse o trabajar mucho por algo.:: Adolfo (***) para aprobar las oposiciones a notario.;MAKE GREAT EFFORTS TO GET SOMETHING;romperse el alma;+;-;-;-;-;+;-;-;+;-;-;+;-;+;-;+;-;-;+;-;+
R;F120;Esforzarse o trabajar mucho por algo.:: Adolfo (***) para aprobar las oposiciones a notario.;MAKE GREAT EFFORTS TO GET SOMETHING;romperse el lomo;-;-;+;-;-;+;-;-;-;+;-;+;-;+;+;+;-;+;+;+;+
R;F120;Esforzarse o trabajar mucho por algo.:: Adolfo (***) para aprobar las oposiciones a notario.;MAKE GREAT EFFORTS TO GET SOMETHING;romperse la espalda;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-
R;F120;Esforzarse o trabajar mucho por algo.:: Adolfo (***) para aprobar las oposiciones a notario.;MAKE GREAT EFFORTS TO GET SOMETHING;romperse la madre;-;-;-;-;-;+;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-
R;F120;Esforzarse o trabajar mucho por algo.:: Adolfo (***) para aprobar las oposiciones a notario.;MAKE GREAT EFFORTS TO GET SOMETHING;romperse los cuernos;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;+;+
R;F120;Esforzarse o trabajar mucho por algo.:: Adolfo (***) para aprobar las oposiciones a notario.;MAKE GREAT EFFORTS TO GET SOMETHING;sacarse la madre;-;-;-;-;-;-;+;-;-;-;-;-;-;-;+;-;+;-;-;-;-
R;F120;Esforzarse o trabajar mucho por algo.:: Adolfo (***) para aprobar las oposiciones a notario.;MAKE GREAT EFFORTS TO GET SOMETHING;sacrificarse;-;+;+;-;-;+;-;-;-;+;+;-;-;+;+;-;+;-;+;-;-
R;F120;Esforzarse o trabajar mucho por algo.:: Adolfo (***) para aprobar las oposiciones a notario.;MAKE GREAT EFFORTS TO GET SOMETHING;sudar la gota gorda;+;-;+;+;+;+;+;-;-;+;+;+;-;+;+;+;+;+;+;+;+
R;F121;Equivocarse repetidamente.:: No sé lo que me pasa hoy que no hago nada bien. (***).;MAKE ONE MISTAKE AFTER ANOTHER;no dar pie con bola;+;+;+;+;+;-;+;+;-;+;-;+;-;+;-;-;+;+;+;+;+
R;F121;Equivocarse repetidamente.:: No sé lo que me pasa hoy que no hago nada bien. (***).;MAKE ONE MISTAKE AFTER ANOTHER;no dar pie en bola;-;-;-;-;+;+;-;+;-;+;-;+;-;+;-;+;-;+;-;+;-
R;F121;Equivocarse repetidamente.:: No sé lo que me pasa hoy que no hago nada bien. (***).;MAKE ONE MISTAKE AFTER ANOTHER;no dar una;+;+;-;-;-;+;-;+;+;+;-;-;+;-;-;+;-;+;+;-;-
R;F121;Equivocarse repetidamente.:: No sé lo que me pasa hoy que no hago nada bien. (***).;MAKE ONE MISTAKE AFTER ANOTHER;no dar una a derechas;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-
R;F121;Equivocarse repetidamente.:: No sé lo que me pasa hoy que no hago nada bien. (***).;MAKE ONE MISTAKE AFTER ANOTHER;salirle todo mal;+;+;+;+;-;+;-;+;+;+;-;+;-;+;+;+;+;+;+;+;-
R;F122;Facilitar el tránsito de una parte a otra.:: Adolfo (***) todo el tiempo cuando marchábamos por la selva.;MAKE ONE'S WAY THROUGH;abrir camino;+;+;+;+;+;+;-;-;-;+;-;+;-;-;+;-;-;-;+;-;-
R;F122;Facilitar el tránsito de una parte a otra.:: Adolfo (***) todo el tiempo cuando marchábamos por la selva.;MAKE ONE'S WAY THROUGH;abrir campo;-;-;-;-;-;+;-;+;+;+;-;-;-;-;+;-;-;-;-;-;-
R;F122;Facilitar el tránsito de una parte a otra.:: Adolfo (***) todo el tiempo cuando marchábamos por la selva.;MAKE ONE'S WAY THROUGH;abrir cancha;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;F122;Facilitar el tránsito de una parte a otra.:: Adolfo (***) todo el tiempo cuando marchábamos por la selva.;MAKE ONE'S WAY THROUGH;abrir paso;+;+;+;+;+;+;+;+;-;+;-;+;-;-;+;-;+;-;+;-;+
R;F122;Facilitar el tránsito de una parte a otra.:: Adolfo (***) todo el tiempo cuando marchábamos por la selva.;MAKE ONE'S WAY THROUGH;allanar el camino;+;-;-;-;-;+;+;-;-;-;-;-;-;-;-;-;-;-;-;+;+
R;F122;Facilitar el tránsito de una parte a otra.:: Adolfo (***) todo el tiempo cuando marchábamos por la selva.;MAKE ONE'S WAY THROUGH;dar paso;-;+;+;+;-;+;-;+;+;+;-;-;-;+;-;+;+;+;+;-;-
R;F122;Facilitar el tránsito de una parte a otra.:: Adolfo (***) todo el tiempo cuando marchábamos por la selva.;MAKE ONE'S WAY THROUGH;hacer cancha;-;-;-;-;-;+;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;F123;Sembrar discordia.:: Este chico parece el mismo diablo. No hace más que (***) allá donde va.;MAKE TROUBLE;afilar navajas;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;F123;Sembrar discordia.:: Este chico parece el mismo diablo. No hace más que (***) allá donde va.;MAKE TROUBLE;cuchilear;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;F123;Sembrar discordia.:: Este chico parece el mismo diablo. No hace más que (***) allá donde va.;MAKE TROUBLE;dar manija;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;+;+
R;F123;Sembrar discordia.:: Este chico parece el mismo diablo. No hace más que (***) allá donde va.;MAKE TROUBLE;meter cizaña;+;-;-;-;-;+;+;-;-;+;-;-;-;+;+;-;+;-;-;-;+
